ItemID,samID,DataID,N_RivID,N_SiteID,N_samID,Continent,Country,Year,Month,Primer,BarcodeRegion,BarcodeLength,SamVolume,SamReps,TotVolume
I003,I003_S003,D001,NR003,S003,NR003_S003,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S004,D001,NR003,S004,NR003_S004,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S005,D001,NR003,S005,NR003_S005,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S006,D001,NR003,S006,NR003_S006,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S007,D001,NR003,S007,NR003_S007,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S008,D001,NR003,S008,NR003_S008,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S009,D001,NR003,S009,NR003_S009,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S010,D001,NR003,S010,NR003_S010,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S011,D001,NR003,S011,NR003_S011,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S012,D001,NR003,S012,NR003_S012,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S013,D001,NR003,S013,NR003_S013,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S014,D001,NR003,S014,NR003_S014,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S015,D001,NR003,S015,NR003_S015,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S016,D001,NR003,S016,NR003_S016,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S017,D001,NR003,S017,NR003_S017,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S018,D001,NR003,S018,NR003_S018,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S019,D001,NR003,S019,NR003_S019,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S020,D001,NR003,S020,NR003_S020,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S021,D001,NR003,S021,NR003_S021,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S022,D001,NR003,S022,NR003_S022,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S023,D001,NR003,S023,NR003_S023,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S024,D001,NR003,S024,NR003_S024,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S025,D001,NR003,S025,NR003_S025,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S026,D001,NR003,S026,NR003_S026,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S027,D001,NR003,S027,NR003_S027,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S028,D001,NR003,S028,NR003_S028,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S029,D001,NR003,S029,NR003_S029,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I003,I003_S030,D001,NR003,S030,NR003_S030,North_America,Canada,2013,10,PS1,COI,247,0.5,3.5,1.75
I008,I008_S001,D003,NR004,S001,NR004_S001,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S002,D003,NR004,S002,NR004_S002,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S003,D003,NR004,S003,NR004_S003,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S004,D003,NR004,S004,NR004_S004,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S005,D003,NR004,S005,NR004_S005,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S006,D003,NR004,S006,NR004_S006,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S007,D003,NR004,S007,NR004_S007,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S008,D003,NR004,S008,NR004_S008,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S009,D003,NR004,S009,NR004_S009,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S010,D003,NR004,S010,NR004_S010,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S011,D003,NR004,S011,NR004_S011,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S012,D003,NR004,S012,NR004_S012,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S013,D003,NR004,S013,NR004_S013,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S014,D003,NR004,S014,NR004_S014,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S015,D003,NR004,S015,NR004_S015,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S016,D003,NR004,S016,NR004_S016,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S017,D003,NR004,S017,NR004_S017,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S018,D003,NR004,S018,NR004_S018,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S019,D003,NR004,S019,NR004_S019,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S020,D003,NR004,S020,NR004_S020,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S021,D003,NR004,S021,NR004_S021,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S022,D003,NR004,S022,NR004_S022,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S023,D003,NR004,S023,NR004_S023,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S024,D003,NR004,S024,NR004_S024,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S025,D003,NR004,S025,NR004_S025,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S026,D003,NR004,S026,NR004_S026,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S027,D003,NR004,S027,NR004_S027,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S028,D003,NR004,S028,NR004_S028,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S029,D003,NR004,S029,NR004_S029,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S030,D003,NR004,S030,NR004_S030,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S031,D003,NR004,S031,NR004_S031,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S032,D003,NR004,S032,NR004_S032,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S033,D003,NR004,S033,NR004_S033,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S034,D003,NR004,S034,NR004_S034,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S035,D003,NR004,S035,NR004_S035,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S036,D003,NR004,S036,NR004_S036,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S037,D003,NR004,S037,NR004_S037,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S038,D003,NR004,S038,NR004_S038,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S039,D003,NR004,S039,NR004_S039,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S040,D003,NR004,S040,NR004_S040,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S041,D003,NR004,S041,NR004_S041,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S042,D003,NR004,S042,NR004_S042,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S043,D003,NR004,S043,NR004_S043,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S044,D003,NR004,S044,NR004_S044,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S045,D003,NR004,S045,NR004_S045,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S046,D003,NR004,S046,NR004_S046,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S047,D003,NR004,S047,NR004_S047,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S048,D003,NR004,S048,NR004_S048,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S049,D003,NR004,S049,NR004_S049,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S050,D003,NR004,S050,NR004_S050,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S051,D003,NR004,S051,NR004_S051,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S052,D003,NR004,S052,NR004_S052,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S053,D003,NR004,S053,NR004_S053,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S054,D003,NR004,S054,NR004_S054,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S055,D003,NR004,S055,NR004_S055,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S056,D003,NR004,S056,NR004_S056,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S057,D003,NR004,S057,NR004_S057,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S058,D003,NR004,S058,NR004_S058,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S059,D003,NR004,S059,NR004_S059,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S060,D003,NR004,S060,NR004_S060,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S061,D003,NR004,S061,NR004_S061,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S062,D003,NR004,S062,NR004_S062,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S063,D003,NR004,S063,NR004_S063,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S064,D003,NR004,S064,NR004_S064,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S065,D003,NR004,S065,NR004_S065,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S066,D003,NR004,S066,NR004_S066,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S067,D003,NR004,S067,NR004_S067,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S068,D003,NR004,S068,NR004_S068,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S069,D003,NR004,S069,NR004_S069,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S070,D003,NR004,S070,NR004_S070,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S071,D003,NR004,S071,NR004_S071,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S072,D003,NR004,S072,NR004_S072,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S073,D003,NR004,S073,NR004_S073,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S074,D003,NR004,S074,NR004_S074,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I008,I008_S075,D003,NR004,S075,NR004_S075,North_America,US,2013,7,Cytb02,CytB,130,0.05,1,0.05
I009,I009_S001,D004,NR005,S001,NR005_S001,South_America,Brasil,2017,2,MiFish,12S,170,1,3,3
I010,I010_S001,D004,NR005,S001,NR005_S001,South_America,Brasil,2017,3,MiFish,12S,170,1,3,3
I009,I009_S002,D004,NR005,S002,NR005_S002,South_America,Brasil,2017,2,MiFish,12S,170,1,3,3
I010,I010_S002,D004,NR005,S002,NR005_S002,South_America,Brasil,2017,3,MiFish,12S,170,1,3,3
I009,I009_S003,D004,NR005,S003,NR005_S003,South_America,Brasil,2017,2,MiFish,12S,170,1,3,3
I010,I010_S003,D004,NR005,S003,NR005_S003,South_America,Brasil,2017,3,MiFish,12S,170,1,3,3
I010,I010_S004,D004,NR005,S004,NR005_S004,South_America,Brasil,2017,3,MiFish,12S,170,1,3,3
I009,I009_S004,D004,NR005,S004,NR005_S004,South_America,Brasil,2017,2,MiFish,12S,170,1,3,3
I009,I009_S005,D004,NR005,S005,NR005_S005,South_America,Brasil,2017,2,MiFish,12S,170,1,3,3
I010,I010_S005,D004,NR005,S005,NR005_S005,South_America,Brasil,2017,3,MiFish,12S,170,1,3,3
I009,I009_S006,D004,NR005,S006,NR005_S006,South_America,Brasil,2017,2,MiFish,12S,170,1,3,3
I010,I010_S006,D004,NR005,S006,NR005_S006,South_America,Brasil,2017,3,MiFish,12S,170,1,3,3
I009,I009_S007,D004,NR005,S007,NR005_S007,South_America,Brasil,2017,2,MiFish,12S,170,1,3,3
I010,I010_S007,D004,NR005,S007,NR005_S007,South_America,Brasil,2017,3,MiFish,12S,170,1,3,3
I010,I010_S008,D004,NR005,S008,NR005_S008,South_America,Brasil,2017,3,MiFish,12S,170,1,3,3
I009,I009_S008,D004,NR005,S008,NR005_S008,South_America,Brasil,2017,2,MiFish,12S,170,1,3,3
I009,I009_S009,D004,NR005,S009,NR005_S009,South_America,Brasil,2017,2,MiFish,12S,170,1,3,3
I010,I010_S009,D004,NR005,S009,NR005_S009,South_America,Brasil,2017,3,MiFish,12S,170,1,3,3
I009,I009_S010,D004,NR005,S010,NR005_S010,South_America,Brasil,2017,2,MiFish,12S,170,1,3,3
I010,I010_S010,D004,NR005,S010,NR005_S010,South_America,Brasil,2017,3,MiFish,12S,170,1,3,3
I009,I009_S011,D004,NR005,S011,NR005_S011,South_America,Brasil,2017,2,MiFish,12S,170,1,3,3
I010,I010_S011,D004,NR005,S011,NR005_S011,South_America,Brasil,2017,3,MiFish,12S,170,1,3,3
I011,I011_S001,D005,NR006,S001,NR006_S001,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S002,D005,NR006,S002,NR006_S002,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S003,D005,NR006,S003,NR006_S003,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S004,D005,NR006,S004,NR006_S004,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S005,D005,NR006,S005,NR006_S005,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S006,D005,NR006,S006,NR006_S006,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S007,D005,NR006,S007,NR006_S007,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S008,D005,NR006,S008,NR006_S008,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S009,D005,NR006,S009,NR006_S009,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S010,D005,NR006,S010,NR006_S010,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S011,D005,NR006,S011,NR006_S011,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S012,D005,NR006,S012,NR006_S012,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S013,D005,NR006,S013,NR006_S013,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S014,D005,NR006,S014,NR006_S014,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S015,D005,NR006,S015,NR006_S015,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S016,D005,NR006,S016,NR006_S016,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S017,D005,NR006,S017,NR006_S017,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S018,D005,NR006,S018,NR006_S018,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S019,D005,NR006,S019,NR006_S019,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S020,D005,NR006,S020,NR006_S020,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S021,D005,NR006,S021,NR006_S021,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S022,D005,NR006,S022,NR006_S022,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S023,D005,NR006,S023,NR006_S023,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S024,D005,NR006,S024,NR006_S024,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S025,D005,NR006,S025,NR006_S025,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S026,D005,NR006,S026,NR006_S026,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S027,D005,NR006,S027,NR006_S027,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S028,D005,NR006,S028,NR006_S028,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S029,D005,NR006,S029,NR006_S029,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S030,D005,NR006,S030,NR006_S030,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S031,D005,NR006,S031,NR006_S031,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S032,D005,NR006,S032,NR006_S032,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S033,D005,NR006,S033,NR006_S033,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S034,D005,NR006,S034,NR006_S034,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S035,D005,NR006,S035,NR006_S035,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S036,D005,NR006,S036,NR006_S036,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S037,D005,NR006,S037,NR006_S037,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S038,D005,NR006,S038,NR006_S038,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S039,D005,NR006,S039,NR006_S039,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S040,D005,NR006,S040,NR006_S040,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S041,D005,NR006,S041,NR006_S041,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S042,D005,NR006,S042,NR006_S042,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S043,D005,NR006,S043,NR006_S043,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S044,D005,NR006,S044,NR006_S044,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S045,D005,NR006,S045,NR006_S045,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S046,D005,NR006,S046,NR006_S046,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S047,D005,NR006,S047,NR006_S047,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S048,D005,NR006,S048,NR006_S048,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S049,D005,NR006,S049,NR006_S049,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S050,D005,NR006,S050,NR006_S050,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S051,D005,NR006,S051,NR006_S051,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S052,D005,NR006,S052,NR006_S052,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S053,D005,NR006,S053,NR006_S053,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S054,D005,NR006,S054,NR006_S054,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S055,D005,NR006,S055,NR006_S055,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S056,D005,NR006,S056,NR006_S056,Europe,France,2016,4,Teleo,12S,108,30,2,60
I011,I011_S057,D005,NR006,S057,NR006_S057,Europe,France,2016,4,Teleo,12S,108,30,2,60
